Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Extended_Platform_Name
Attack on Titan (KOEI),PS3,2016,Action,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,,,,,,Play Station 3
Penguins of Madagascar,3DS,2014,Action,Namco Bandai Games,0.0,0.06,0.0,0.0,0.07,51.0,4.0,,,E,Nintendo 3DS
Natural Doctrine,PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0.01,0.03,0.01,0.07,60.0,7.0,7.5,29.0,M,Play Station Vita
Samurai Warriors Chronicles 3,PSV,2014,Action,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,70.0,9.0,7.9,14.0,T,Play Station Vita
Fallout: Brotherhood of Steel,PS2,2004,Role-Playing,Avalon Interactive,0.03,0.03,0.0,0.01,0.07,64.0,31.0,4.1,51.0,M,Play Station 2
Dreamer Series: Pop Star,DS,2009,Misc,Tivola,0.04,0.02,0.0,0.01,0.07,,,,,E,Nintendo DS
Project Setsuna,PS4,2016,Role-Playing,Square Enix,0.0,0.0,0.07,0.0,0.07,,,,,,Play Station 4
"Flower, Sun, and Rain",DS,2008,Adventure,Rising Star Games,0.06,0.0,0.0,0.0,0.07,54.0,37.0,7.1,15.0,T,Nintendo DS
Parlor! Mini 2,SNES,1996,Misc,Nippon Telenet,0.0,0.0,0.07,0.0,0.07,,,,,,Super Nintendo Entertainment System
Gunstar Super Heroes,GBA,2005,Shooter,Sega,0.05,0.02,0.0,0.0,0.07,83.0,31.0,8.5,13.0,E10+,Game Boy Advance
C: The Contra Adventure,PS,1998,Shooter,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.07,,,,,,Play Station
My Horse & Me: Riding for Gold,DS,2008,Sports,Atari,0.05,0.01,0.0,0.01,0.07,,,,,,Nintendo DS
Frogger Advance: The Great Quest,GBA,2002,Action,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07,55.0,9.0,,,E,Game Boy Advance
Interactive Storybook DS Series 1,DS,2007,Misc,Tommo,0.06,0.0,0.0,0.0,0.07,,,,,E,Nintendo DS
Cities XL 2012,PC,2011,Strategy,Focus Home Interactive,0.01,0.05,0.0,0.01,0.07,61.0,18.0,5.6,96.0,E,PC
ZhuZhu Pets: Quest for Zhu,DS,2011,Misc,Activision,0.06,0.0,0.0,0.01,0.07,,,,,,Nintendo DS
Worms Forts: Under Siege,X,2004,Strategy,Sega,0.05,0.01,0.0,0.0,0.07,67.0,15.0,8.0,6.0,T,Xbox
Dream C Clu,X360,2009,Simulation,D3Publisher,0.0,0.0,0.07,0.0,0.07,,,,,,Xbox 360
OK! Puzzle Stars,DS,2010,Puzzle,Ubisoft,0.0,0.06,0.0,0.01,0.07,,,,,,Nintendo DS
The Tale of Despereaux,DS,2008,Platform,Brash Entertainment,0.06,0.0,0.0,0.0,0.07,75.0,5.0,,,E,Nintendo DS
Pocky & Rocky with Becky,GBA,2001,Shooter,Altron,0.05,0.02,0.0,0.0,0.07,,,,,,Game Boy Advance
Jam Sessions 2,DS,2009,Misc,Ubisoft,0.06,0.0,0.0,0.0,0.07,66.0,7.0,,,E10+,Nintendo DS
Full Spectrum Warrior: Ten Hammers,PS2,2006,Strategy,THQ,0.03,0.02,0.0,0.01,0.07,71.0,26.0,8.0,5.0,M,Play Station 2
Streets of Rage 3,GEN,1993,Action,Sega,0.0,0.0,0.07,0.0,0.07,,,,,,Sega Genesis
Cardfight!! Vanguard: Lock On Victory!!,3DS,2014,Misc,FuRyu,0.0,0.0,0.07,0.0,0.07,,,,,,Nintendo 3DS
Broken Sword 5: The Serpents Curse,PS4,2015,Adventure,Revolution Software,0.0,0.06,0.0,0.01,0.07,72.0,14.0,7.2,23.0,T,Play Station 4
Hasbro Family Game Night Fun Pack,X360,2011,Misc,Electronic Arts,0.06,0.0,0.0,0.0,0.07,,,,,E,Xbox 360
Pro Yaky? Spirits 4,PS3,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,Play Station 3
Prince of Persia: The Fallen King,DS,2008,Action,Ubisoft,0.06,0.0,0.0,0.0,0.07,64.0,24.0,6.0,9.0,E,Nintendo DS
Alan Wake,PC,2012,Action,Nordic Games,0.0,0.06,0.0,0.01,0.07,83.0,30.0,8.0,1482.0,T,PC
Speed Racer,PS,1996,Racing,Tomy Corporation,0.04,0.02,0.0,0.0,0.07,,,,,,Play Station
Toy Soldiers: War Chest,XOne,2015,Action,Ubisoft,0.06,0.0,0.0,0.01,0.07,60.0,14.0,8.4,50.0,,Xbox One
NHL Hitz Pro,X,2003,Sports,Midway Games,0.05,0.01,0.0,0.0,0.07,81.0,23.0,8.8,12.0,E,Xbox
Lost in Blue 2,DS,2007,Adventure,Konami Digital Entertainment,0.01,0.01,0.05,0.0,0.06,58.0,29.0,,,E10+,Nintendo DS
Atelier Meruru: Alchemist of Arland 3,PSV,2013,Role-Playing,Gust,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Vita
Hot Wheels: Burnin Rubber,GBA,2001,Racing,THQ,0.05,0.02,0.0,0.0,0.06,66.0,5.0,,,E,Game Boy Advance
Risen 3: Titan Lords,X360,2014,Role-Playing,Deep Silver,0.02,0.04,0.0,0.0,0.06,44.0,8.0,4.4,69.0,M,Xbox 360
Ojyousama Express,PS,1998,Strategy,Media Works,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station
Steambot Chronicles: Battle Tournament,PSP,2008,Fighting,Irem Software Engineering,0.05,0.0,0.01,0.01,0.06,54.0,14.0,6.3,8.0,E10+,Play Station Portable
Wings of War,X,2004,Simulation,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,62.0,29.0,5.0,5.0,T,Xbox
187: Ride or Die,X,2005,Racing,Ubisoft,0.05,0.01,0.0,0.0,0.06,51.0,40.0,6.9,8.0,M,Xbox
RPG Maker 3,PS2,2004,Role-Playing,Enterbrain,0.03,0.02,0.0,0.01,0.06,69.0,16.0,7.9,14.0,E10+,Play Station 2
Zatch Bell! Mamodo Battles,GC,2005,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.0,0.06,,,,,,GameCube
Crime Lab: Body of Evidence,DS,2010,Adventure,City Interactive,0.05,0.01,0.0,0.0,0.06,,,,,,Nintendo DS
Genkai Tokki Monster Monpiece,PSV,2013,Strategy,Idea Factory,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Vita
Age of Empires III: The Asian Dynasties,PC,2007,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.06,81.0,19.0,8.5,73.0,T,PC
One Piece: Unlimited World Red,WiiU,2014,Action,Namco Bandai Games,0.0,0.04,0.02,0.0,0.06,66.0,11.0,7.8,43.0,T,Nintendo Wii U
Desert Strike Advance,GBA,2002,Simulation,Electronic Arts,0.05,0.02,0.0,0.0,0.06,66.0,6.0,,,E,Game Boy Advance
Kabuki Warriors,X,2001,Action,Genki,0.05,0.01,0.0,0.0,0.06,32.0,15.0,2.5,12.0,M,Xbox
Discworld,PS,1994,Adventure,Psygnosis,0.04,0.02,0.0,0.0,0.06,,,,,,Play Station
Motion Explosion!,X360,2011,Misc,505 Games,0.05,0.01,0.0,0.0,0.06,,,,,,Xbox 360
Moshi Monsters: Katsuma Unleashed,3DS,2013,Action,Activision,0.03,0.03,0.0,0.01,0.06,,,,,E,Nintendo 3DS
World Poker Tour,X,2005,Misc,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,63.0,17.0,7.8,4.0,T,Xbox
Criminal Girls: Invite Only,PSV,2013,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,55.0,31.0,6.7,37.0,M,Play Station Vita
Elite Forces: Unit 77,DS,2009,Strategy,Deep Silver,0.06,0.0,0.0,0.0,0.06,61.0,23.0,,,T,Nintendo DS
IL-2 Sturmovik: Birds of Prey,DS,2009,Simulation,505 Games,0.06,0.0,0.0,0.0,0.06,41.0,4.0,2.4,5.0,E10+,Nintendo DS
Pirates: The Legend of Black Kat,X,2002,Adventure,Electronic Arts,0.05,0.01,0.0,0.0,0.06,74.0,16.0,,,T,Xbox
Devils Third,WiiU,2015,Action,Nintendo,0.04,0.02,0.0,0.01,0.06,43.0,54.0,6.5,285.0,M,Nintendo Wii U
July,DC,1998,Adventure,Fortyfive,0.0,0.0,0.06,0.0,0.06,,,,,,Sega Dreamcast
Disney's Chicken Little: Ace In Action,DS,2006,Shooter,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.06,66.0,13.0,,,E,Nintendo DS
ESPN Winter X-Games: Snowboarding 2002,GBA,2000,Sports,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.06,,,,,,Game Boy Advance
Bullet Girls,PSV,2014,Action,D3Publisher,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Vita
GRID 2,PC,2013,Racing,Codemasters,0.0,0.06,0.0,0.01,0.06,80.0,17.0,5.7,571.0,E,PC
Bleach: Versus Crusade,Wii,2008,Fighting,Sega,0.0,0.0,0.06,0.0,0.06,,,,,,Nintendo Wii
NanoBreaker,PS2,2005,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,51.0,38.0,6.7,11.0,M,Play Station 2
Kanon,DC,2000,Adventure,NEC Interchannel,0.0,0.0,0.06,0.0,0.06,,,,,,Sega Dreamcast
Bionicle,X,2003,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.06,49.0,5.0,1.5,4.0,E,Xbox
Summon Night 6: Lost Borders,PSV,2016,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Vita
Cabelas Trophy Bucks,Wii,2008,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06,,,6.0,5.0,T,Nintendo Wii
Cosmos Chaos!,DS,2010,Misc,Mentor Interactive,0.06,0.0,0.0,0.0,0.06,,,,,,Nintendo DS
Guitar Freaks 3rdMIX & DrumMania 2ndMIX,PS2,2000,Simulation,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station 2
Zumba Fitness Core,Wii,2012,Misc,505 Games,0.0,0.06,0.0,0.01,0.06,,,,,E10+,Nintendo Wii
Miami Vice: The Game,PSP,2006,Shooter,Activision,0.06,0.0,0.0,0.0,0.06,63.0,36.0,7.0,12.0,M,Play Station Portable
BMX XXX,GC,2002,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,60.0,15.0,5.0,7.0,M,GameCube
Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,2003,Action,Capcom,0.05,0.02,0.0,0.0,0.06,63.0,8.0,,,E,Game Boy Advance
Family Trainer: Treasure Adventure,Wii,2010,Sports,Namco Bandai Games,0.0,0.05,0.0,0.01,0.06,,,,,,Nintendo Wii
Aggressive Inline,X,2002,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,85.0,20.0,7.7,7.0,T,Xbox
Godzilla (2014),PS3,2014,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station 3
Smart Boys Toys Clu,DS,2008,Misc,505 Games,0.06,0.0,0.0,0.0,0.06,,,,,E,Nintendo DS
Ikki Tousen: Xross Impact,PSP,2010,Action,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Portable
Insecticide,DS,2008,Action,Gamecock,0.06,0.0,0.0,0.0,0.06,55.0,23.0,7.0,5.0,E10+,Nintendo DS
Pro Evolution Soccer 2017,XOne,2016,Sports,Konami Digital Entertainment,0.02,0.04,0.0,0.0,0.06,87.0,12.0,6.1,87.0,E,Xbox One
Super Mahjong 2: Honkaku 4Jin Uchi,SNES,1993,Misc,Imax,0.0,0.0,0.06,0.0,0.06,,,,,,Super Nintendo Entertainment System
XGRA: Extreme G Racing Association,PS2,2003,Racing,Acclaim Entertainment,0.03,0.02,0.0,0.01,0.06,68.0,23.0,8.6,8.0,T,Play Station 2
Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,DS,2007,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,Nintendo DS
Popn Music Portable 2,PSP,2011,Misc,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Portable
Kamen Rider: Dragon Knight,Wii,2009,Fighting,D3Publisher,0.06,0.0,0.0,0.0,0.06,,,,,T,Nintendo Wii
Ys vs. Sora no Kiseki: Alternative Saga,PSP,2010,Fighting,Falcom Corporation,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Portable
Naruto: Ultimate Ninja Heroes (JP sales),PSP,2006,Fighting,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Portable
Ray Tracers,PS,1997,Racing,Sony Computer Entertainment,0.04,0.02,0.0,0.0,0.06,,,,,,Play Station
Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,DS,2008,Adventure,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,,,,,,Nintendo DS
Tournament of Legends,Wii,2010,Fighting,Sega,0.04,0.02,0.0,0.01,0.06,45.0,38.0,6.9,11.0,T,Nintendo Wii
Frogger: Helmet Chaos,DS,2005,Platform,Konami Digital Entertainment,0.06,0.0,0.0,0.0,0.06,69.0,10.0,,,E,Nintendo DS
Escape from Bug Island,Wii,2006,Action,Eidos Interactive,0.04,0.01,0.01,0.0,0.06,37.0,13.0,5.0,25.0,M,Nintendo Wii
James Bond 007: Blood Stone,DS,2010,Shooter,Activision,0.05,0.01,0.0,0.0,0.06,70.0,10.0,,,T,Nintendo DS
Cold Stone Creamery: Scoop It Up,Wii,2009,Misc,Zoo Games,0.06,0.0,0.0,0.0,0.06,,,,,E,Nintendo Wii
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,PS2,2009,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station 2
My Pet Shop,DS,2008,Simulation,Square Enix,0.06,0.0,0.0,0.0,0.06,60.0,10.0,,,E,Nintendo DS
Nicola Kanshuu: Model * Oshare Audition,DS,2010,Misc,Alchemist,0.0,0.0,0.06,0.0,0.06,,,,,,Nintendo DS
Kururin Paradise,GBA,2002,Puzzle,Unknown,0.0,0.0,0.06,0.0,0.06,,,,,,Game Boy Advance
Gradius Collection,PSP,2006,Shooter,Konami Digital Entertainment,0.04,0.0,0.02,0.0,0.06,76.0,44.0,8.5,4.0,E,Play Station Portable
Kiniro no Corda 2,PS2,2007,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station 2
Dynasty Warriors Vs,3DS,2012,Action,Ackkstudios,0.0,0.0,0.06,0.0,0.06,,,,,,Nintendo 3DS
Fist of the North Star: Kens Rage 2,X360,2012,Fighting,Tecmo Koei,0.03,0.01,0.02,0.0,0.06,55.0,18.0,7.1,20.0,M,Xbox 360
Gallop Racer 2004,PS2,2004,Sports,Zoo Digital Publishing,0.03,0.02,0.0,0.01,0.06,70.0,15.0,8.7,12.0,E,Play Station 2
Sunrise Eiyuutan R,PS2,2000,Role-Playing,Sunrise Interactive,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station 2
Rayman: Hoodlums Revenge,GBA,2005,Platform,Ubisoft,0.05,0.02,0.0,0.0,0.06,61.0,12.0,,,E,Game Boy Advance
Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,45.0,16.0,7.8,10.0,T,Play Station 2
F1 2001,X,2001,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,83.0,11.0,5.5,8.0,E,Xbox
Fishing Master (jp sales),Wii,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,,Nintendo Wii
Zill Oll Infinite Plus,PSP,2009,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Portable
Tonka Rescue Patrol,GC,2003,Action,TDK Mediactive,0.05,0.01,0.0,0.0,0.06,,,,,,GameCube
GunGriffon II,SAT,1998,Simulation,ESP,0.0,0.0,0.06,0.0,0.06,,,,,,Sega Saturn
Crimson Gem Saga,PSP,2008,Role-Playing,Sega,0.06,0.0,0.0,0.0,0.06,78.0,20.0,7.5,30.0,T,Play Station Portable
Monster Tale,DS,2011,Platform,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06,79.0,15.0,8.0,15.0,E,Nintendo DS
Legend of the Dragon,Wii,2007,Fighting,Game Factory,0.06,0.0,0.0,0.0,0.06,37.0,14.0,4.8,5.0,T,Nintendo Wii
Digimon All-Star Rumble,X360,2014,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.01,0.06,,,5.7,10.0,E10+,Xbox 360
Cel Damage,GC,2002,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,67.0,12.0,7.1,12.0,T,GameCube
Backyard Hockey,DS,2007,Sports,Atari,0.06,0.0,0.0,0.0,0.06,,,,,E,Nintendo DS
Famicom Mini: Balloon Fight,GBA,2004,Action,Nintendo,0.0,0.0,0.06,0.0,0.06,,,,,,Game Boy Advance
Steins;Gate: Senkei Kousoku no Phonogram,PS3,2013,Adventure,5p,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station 3
Sprung - A Game Where Everyone Scores,DS,2004,Adventure,Ubisoft,0.06,0.0,0.0,0.0,0.06,,,,,,Nintendo DS
Seaman 2: Peking Genjin Ikusei Kit,PS2,2007,Simulation,Sega,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station 2
Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,DS,2008,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,Nintendo DS
Tony Hawks Pro Skater 5,PS3,2015,Sports,Activision,0.05,0.0,0.0,0.01,0.06,,,3.1,12.0,T,Play Station 3
The Pinball of the Dead,GBA,2002,Misc,Sega,0.05,0.02,0.0,0.0,0.06,79.0,20.0,,,T,Game Boy Advance
Growlanser IV: Over Reloaded,PSP,2011,Role-Playing,Atlus,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Portable
The Amazing Spider-Man 2 (2014),3DS,2014,Action,Activision,0.03,0.03,0.0,0.01,0.06,,,,,,Nintendo 3DS
Arc the Lad: End of Darkness,PS2,2004,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06,59.0,24.0,4.2,10.0,T,Play Station 2
Tom Clancys Splinter Cell: Pandora Tomorrow,GBA,2004,Action,Ubisoft,0.05,0.02,0.0,0.0,0.06,68.0,19.0,6.2,6.0,T,Game Boy Advance
The King of Route 66,PS2,2003,Racing,Sega,0.03,0.02,0.0,0.01,0.06,57.0,21.0,,,T,Play Station 2
Game Center CX: 3-Choume no Arino,3DS,2014,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,Nintendo 3DS
Western Riding Academy,DS,2010,Simulation,Destineer,0.06,0.0,0.0,0.0,0.06,,,,,E,Nintendo DS
"Warhammer 40,000: Squad Command",DS,2007,Strategy,THQ,0.05,0.01,0.0,0.01,0.06,57.0,21.0,7.9,16.0,T,Nintendo DS
Intellivision Lives!,GC,2004,Misc,Crave Entertainment,0.05,0.01,0.0,0.0,0.06,,,,,,GameCube
Bubble Bobble also featuring Rainbow Islands,PS,1995,Puzzle,Acclaim Entertainment,0.04,0.02,0.0,0.0,0.06,,,,,,Play Station
Tokobot,PSP,2005,Platform,Take-Two Interactive,0.06,0.0,0.0,0.0,0.06,72.0,30.0,7.3,8.0,E,Play Station Portable
Monster Madness: Grave Danger,PS3,2008,Shooter,SouthPeak Games,0.05,0.0,0.0,0.01,0.06,55.0,25.0,,,T,Play Station 3
Panzer Tactics,DS,2007,Strategy,10TACLE Studios,0.06,0.0,0.0,0.0,0.06,,,,,,Nintendo DS
Pro Yaky? Spirits 2013,PSV,2013,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Vita
Robotica,SAT,1994,Shooter,Sega,0.0,0.0,0.06,0.0,0.06,,,,,,Sega Saturn
Deathrow: Underground Team Combat,X,2002,Sports,Ubisoft,0.05,0.01,0.0,0.0,0.06,,,,,,Xbox
Land of the Dead: Road to Fiddlers Green,X,2005,Shooter,Groove Games,0.05,0.01,0.0,0.0,0.06,32.0,9.0,5.8,10.0,M,Xbox
Paws & Claws: Marine Rescue,DS,2011,Simulation,THQ,0.06,0.0,0.0,0.0,0.06,,,,,,Nintendo DS
Lego Batman 3: Beyond Gotham,PC,2014,Action,Warner Bros. Interactive Entertainment,0.0,0.06,0.0,0.0,0.06,,,6.8,21.0,E10+,PC
R-Types,PS,1998,Shooter,Virgin Interactive,0.04,0.02,0.0,0.0,0.06,,,,,,Play Station
Star Fighter,PS,1995,Shooter,Telstar,0.04,0.02,0.0,0.0,0.06,,,,,,Play Station
NHL 2K9,Wii,2008,Sports,Take-Two Interactive,0.06,0.0,0.0,0.0,0.06,65.0,11.0,5.4,19.0,E10+,Nintendo Wii
Kuukan * Zukei: Hirameki Training - KuuTore,DS,2008,Misc,Benesse,0.0,0.0,0.06,0.0,0.06,,,,,,Nintendo DS
Osu! Tatakae! Ouendan,DS,2005,Misc,Nintendo,0.0,0.0,0.06,0.0,0.06,,,,,,Nintendo DS
Jewels of the Ages,DS,2011,Puzzle,City Interactive,0.03,0.02,0.0,0.01,0.06,,,,,E,Nintendo DS
Pro Evolution Soccer 2015,PC,2014,Sports,Konami Digital Entertainment,0.0,0.06,0.0,0.0,0.06,82.0,8.0,5.8,175.0,,PC
Dissidia: Final Fantasy Universal Tuning,PSP,2009,Fighting,Square Enix,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Portable
Fast Food Panic,Wii,2009,Simulation,Nobilis,0.06,0.0,0.0,0.0,0.06,57.0,6.0,,,E,Nintendo Wii
Johnny Test,DS,2011,Platform,505 Games,0.06,0.0,0.0,0.0,0.06,,,0.9,7.0,E,Nintendo DS
Meitantei Conan: Aoki Houseki no Rinbukyoku,DS,2011,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,Nintendo DS
The Legend of Heroes: Trails in the Sky Second Chapter,PSP,2007,Role-Playing,Falcom Corporation,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Portable
SaGa: Scarlet Grace,PSV,2016,Action,Square Enix,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Vita
Bionicle Heroes,DS,2006,Shooter,Eidos Interactive,0.06,0.0,0.0,0.0,0.06,72.0,11.0,6.4,15.0,T,Nintendo DS
Mystic Heroes,PS2,2002,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,67.0,7.0,8.6,14.0,T,Play Station 2
Doraemon: Nobita no Uchuu Eiyuuki,3DS,2015,Action,FuRyu,0.0,0.0,0.06,0.0,0.06,,,,,,Nintendo 3DS
Tron 2.0: Killer App,GBA,2004,Action,Disney Interactive Studios,0.04,0.02,0.0,0.0,0.06,68.0,16.0,,,E,Game Boy Advance
Jurassic Park III: Park Builder,GBA,2001,Simulation,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06,65.0,5.0,8.0,5.0,E,Game Boy Advance
Unchained Blades ,PSP,2011,Role-Playing,FuRyu,0.0,0.0,0.06,0.0,0.06,61.0,8.0,7.5,15.0,T,Play Station Portable
Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,PSP,2011,Fighting,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Portable
Santa Claus Is Comin to Town!,DS,2011,Puzzle,Crave Entertainment,0.06,0.0,0.0,0.0,0.06,,,,,,Nintendo DS
Octomania,Wii,2007,Puzzle,Midas Interactive Entertainment,0.06,0.0,0.0,0.0,0.06,66.0,9.0,,,E,Nintendo Wii
Code Geass: Hangyaku no Lelouch - Lost Colors,PS2,2008,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station 2
Showtime Championship Boxing,Wii,2007,Fighting,Zoo Digital Publishing,0.06,0.0,0.0,0.0,0.06,35.0,7.0,4.7,10.0,E10+,Nintendo Wii
Genkai Tokki: Moero Crystal,PSV,2015,Role-Playing,Compile Heart,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Vita
LEGO Bionicle,GBA,2001,Platform,LEGO Media,0.04,0.02,0.0,0.0,0.06,,,,,E,Game Boy Advance
Power Shovel,PS,2000,Action,JVC,0.03,0.02,0.0,0.0,0.06,,,,,,Play Station
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo! ,3DS,2014,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,Nintendo 3DS
Bomberman Land,PSP,2007,Misc,Hudson Entertainment,0.06,0.0,0.0,0.0,0.06,55.0,14.0,7.8,4.0,E,Play Station Portable
Steins;Gate,PS3,2012,Adventure,PQube,0.01,0.02,0.02,0.01,0.06,83.0,8.0,8.7,51.0,M,Play Station 3
Jewel Link Chronicles: Mountains of Madness,DS,2012,Puzzle,Avanquest,0.0,0.06,0.0,0.01,0.06,,,,,E10+,Nintendo DS
MLB Power Pros 2008,DS,2008,Sports,Take-Two Interactive,0.06,0.0,0.0,0.01,0.06,70.0,7.0,,,E,Nintendo DS
A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,1995,Simulation,Pack-In-Video,0.0,0.0,0.06,0.0,0.06,,,,,,Super Nintendo Entertainment System
Generator Rex: Agent of Providence,X360,2011,Action,Activision,0.05,0.01,0.0,0.0,0.06,,,4.0,6.0,E10+,Xbox 360
My Pet Chimp,DS,2010,Simulation,505 Games,0.06,0.0,0.0,0.0,0.06,,,,,E,Nintendo DS
Chrysler Classic Racing,Wii,2008,Racing,Zoo Games,0.06,0.0,0.0,0.0,0.06,40.0,4.0,,,E,Nintendo Wii
Spy Games: Elevator Mission,Wii,2007,Shooter,Tommo,0.06,0.0,0.0,0.0,0.06,,,,,T,Nintendo Wii
The Book of Unwritten Tales: The Critter Chronicles,PC,2011,Action,Crimson Cow,0.0,0.05,0.0,0.01,0.06,,,,,,PC
Strike Force Bowling,GC,2005,Sports,Crave Entertainment,0.05,0.01,0.0,0.0,0.06,47.0,4.0,,,E,GameCube
Earth Defense Force 2017 Portable,PSV,2012,Action,D3Publisher,0.0,0.0,0.06,0.0,0.06,68.0,36.0,7.9,31.0,T,Play Station Vita
Age of Empires Online,PC,2011,Strategy,Microsoft Game Studios,0.01,0.04,0.0,0.01,0.06,70.0,44.0,5.6,186.0,E10+,PC
A-Train: City Simulator,3DS,2014,Simulation,ArtDink,0.0,0.0,0.06,0.0,0.06,65.0,4.0,,,E10+,Nintendo 3DS
Spy Fox in Dry Cereal,Wii,2008,Adventure,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06,,,,,E,Nintendo Wii
Atelier Iris 2: The Azoth Of Destiny,PS2,2005,Role-Playing,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,68.0,34.0,7.8,14.0,E10+,Play Station 2
There,PS,2002,Simulation,Infogrames,0.03,0.02,0.0,0.0,0.06,,,,,,Play Station
Jewel Quest IV: Heritage,DS,2011,Puzzle,iWin,0.0,0.05,0.0,0.01,0.06,,,,,E,Nintendo DS
Championship Surfer,PS,2000,Sports,Mattel Interactive,0.03,0.02,0.0,0.0,0.06,57.0,5.0,,,E,Play Station
Tokimeki no Houkago,PS,1998,Misc,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station
Hakuoki: Stories of the Shinsengumi,PS3,2010,Adventure,Idea Factory,0.03,0.0,0.03,0.01,0.06,,,6.5,10.0,M,Play Station 3
Di-Gata Defenders,DS,2008,Role-Playing,Game Factory,0.06,0.0,0.0,0.0,0.06,,,,,E,Nintendo DS
